id;pos_x;pos_y;pos_z;degree;isAtSampleBorder
1881;-203;-143;120;3;0
1882;-285.667;-152.667;119.333;3;0
1883;-271.667;-73.6667;120.667;3;0
1884;-314;-169;121;3;0
1885;-57;-175;121;3;0
1886;-275;-215;121;3;0
1887;-124;-81;122;3;0
1888;-14.6667;-134.333;122.667;3;0
1889;-132;-209;123;3;0
1890;-75;-33;124;3;0
1891;-254.333;-45.3333;123.667;3;0
1892;-303;-209;125;3;0
1893;-288;-259;125;3;0
1894;-264;-43;126;3;0
1895;-29.6667;-124;125.333;3;0
1896;-195;-189;126;3;0
1897;-84.6667;-287.667;125.667;3;0
1898;-62;-162;127;3;0
1899;-248;-174;127;3;0
1900;-86.3333;-190.667;127;3;0
1901;-296;-264;127;3;0
1902;-192;-288;127;3;0
1903;-286;-54;128;3;0
1904;-58;-277;128;3;0
1905;-71.6667;-283.333;127.333;3;0
1906;-192.333;-37;128.333;3;0
1907;-267.75;-39.5;128.25;4;0
1908;-73.6667;-96.6667;128.333;3;0
1909;-112;-269;129;3;0
1910;-282;-270.667;128.333;3;0
1911;-33;-218;130;3;0
1912;-285;-251;130;3;0
1913;-229.667;-283.333;129.333;3;0
1914;-229;-77;131;3;0
1915;-258.333;-124.333;130.667;3;0
1916;-100;-245;131;3;0
1917;-57;-277;131;3;0
1918;-34;-53;132;3;0
1919;-113.667;-142.667;131.333;3;0
1920;-27.3333;-173.333;132.333;3;0
1921;-31;-52;134;3;0
1922;-24;-167;134;3;0
1923;-97.3333;-176.333;133.333;3;0
1924;-122;-129;135;3;0
1925;-184;-153;135;3;0
1926;-159;-218.667;134.333;3;0
1927;-21.6667;-285.333;134.333;3;0
1928;-78;-137;137;3;0
1929;-24;-168;137;3;0
1930;-261;-203;137;3;0
1931;-293;-205;137;3;0
1932;-15.3333;-285.667;136.333;3;0
1933;-98.6667;-208.667;138;3;0
1934;-247;-62;139;3;0
1935;-164;-69.3333;138.667;3;0
1936;-115.333;-75.6667;139.667;3;0
1937;-255.333;-154.667;139.333;3;0
1938;-200;-250;140;3;0
1939;-229.333;-283;139.667;3;0
1940;-145;-42;141;3;0
1941;-74;-220;141;3;0
1942;-210;-251;141;3;0
1943;-297;-63;142;3;0
1944;-14;-183;142;3;0
1945;-297.5;-155.5;142.5;4;0
1946;-216;-80.6667;143.667;3;0
1947;-309;-105;144;3;0
1948;-312;-225;144;3;0
1949;-305.667;-84.3333;145;3;0
1950;-208;-94;145;3;0
1951;-159;-275;145;3;0
1952;-232.667;-285;144.667;3;0
1953;-161;-65.6667;145.667;3;0
1954;-115;-168.333;145.333;3;0
1955;-248.333;-245.667;145.667;3;0
1956;-124;-78;147;3;0
1957;-146.333;-135.667;146.333;3;0
1958;-108;-40;148;3;0
1959;-202.333;-172.333;147.333;3;0
1960;-222;-210.333;147.333;3;0
1961;-239;-232;148;3;0
1962;-51;-266;148;3;0
1963;-288;-286.333;147.333;3;0
1964;-304.333;-44.3333;149;3;0
1965;-228;-139;149;3;0
1966;-223.4;-289.4;148;6;0
1967;-123.667;-32;149.333;3;0
1968;-277.333;-84.3333;149.333;3;0
1969;-145.667;-253.667;149.667;3;0
1970;-287.667;-149.667;150.333;3;0
1971;-238;-289;151;3;0
1972;-109.333;-166.667;151.333;3;0
1973;-294.333;-175.667;152;3;0
1974;-246;-228;152;3;0
1975;-105;-68;154;3;0
1976;-25;-233;154;3;0
1977;-179;-39;155;3;0
1978;-292;-171;155;3;0
1979;-125;-199.667;154.667;3;0
1980;-168;-71;156;3;0
1981;-269.333;-158.333;155.333;3;0
1982;-47.6667;-195.333;155.333;3;0
1983;-219;-243;156;3;0
1984;-243;-285;156;3;0
1985;-225.333;-39.3333;156.667;3;0
1986;-50;-92;157;3;0
1987;-200;-187;157;3;0
1988;-54;-206;157;3;0
1989;-151;-223;157;3;0
1990;-220;-47;158;3;0
1991;-190.667;-118.667;157.667;3;0
1992;-185;-258.333;157.333;3;0
1993;-60;-173.333;158.333;3;0
1994;-13;-253;159;3;0
1995;-253;-273;159;3;0
1996;-39;-35;160;3;0
1997;-83;-108;160;3;0
1998;-187.667;-121.333;159.333;3;0
1999;-277;-48;162;3;0
2000;-83.3333;-135.333;161.333;3;0
2001;-55;-144;162;3;0
2002;-152;-194.333;161.333;3;0
2003;-272.8;-46.6;161.4;5;0
2004;-303;-137;163;3;0
2005;-271;-164;163;3;0
2006;-46;-267;163;3;0
2007;-50;-36;164;3;0
2008;-116.333;-109.667;163.667;3;0
2009;-146.667;-228.333;163.333;3;0
2010;-53.3333;-260.333;163.667;3;0
2011;-133;-280;164;3;0
2012;-148;-42;165;3;0
2013;-223;-157;165;3;0
2014;-131;-160;165;3;0
2015;-120.333;-268.667;164.333;3;0
2016;-185;-269;165;3;0
2017;-21;-178;166;3;0
2018;-35.6667;-189;165.333;3;0
2019;-233.667;-87.3333;166.667;3;0
2020;-185.333;-128.667;166.333;3;0
2021;-104.667;-167.333;166.667;3;0
2022;-111.333;-253.333;167.667;3;0
2023;-122.333;-86.3333;168.667;3;0
2024;-267.5;-116.167;168.167;4;0
2025;-137;-151.333;168.667;3;0
2026;-177.333;-155.667;168.667;3;0
2027;-302;-211;169;3;0
2028;-214.667;-245.333;168.333;3;0
2029;-173;-279;169;3;0
2030;-31;-33;170;3;0
2031;-302.667;-54.3333;169.333;3;0
2032;-173;-283;168.75;4;0
2033;-62;-208;171;3;0
2034;-287;-255;171;3;0
2035;-293.333;-285.333;171.667;3;0
2036;-77;-247;173;3;0
2037;-93.3333;-70.6667;173.667;3;0
2038;-227;-166;174;3;0
2039;-85.3333;-60.6667;174.667;3;0
2040;-249.667;-206.333;174.667;3;0
2041;-240;-75;176;3;0
2042;-278.667;-82.6667;175.667;3;0
2043;-42.3333;-150.667;175.667;3;0
2044;-99.6667;-286.333;176;3;0
2045;-161;-75;177;3;0
2046;-28;-109;177;3;0
2047;-213;-120;177;3;0
2048;-156;-180;177;3;0
2049;-145;-225;179;3;0
2050;-165;-234;179;3;0
2051;-208;-119;180;3;0
2052;-39;-87;181;3;0
2053;-66;-250;181;3;0
2054;-53;-88;182;3;0
2055;-95;-107;182;3;0
2056;-253.333;-175.333;181.667;3;0
2057;-100;-206;183;3;0
2058;-277.667;-217;183.333;3;0
2059;-277;-258;184;3;0
2060;-89;-281;185;3;0
2061;-79.6667;-46.3333;185.333;3;0
2062;-128.333;-47.6667;185.667;3;0
2063;-310;-96;186;3;0
2064;-202;-108;186;3;0
2065;-297;-149;186;3;0
2066;-244;-170;186;3;0
2067;-202.667;-274.667;185.333;3;0
2068;-75.3333;-202.667;186.667;3;0
2069;-34;-78;188;3;0
2070;-211;-143;188;3;0
2071;-261;-257;188;3;0
2072;-196.333;-190.333;188.333;3;0
2073;-81.6667;-272.333;188.667;3;0
2074;-273;-56;190;3;0
2075;-149.333;-91.6667;189.333;3;0
2076;-46;-180;190;3;0
2077;-98;-210;191;3;0
2078;-72.6667;-128.667;191.667;3;0
2079;-19;-194;192;3;0
2080;-108.667;-239.667;191.667;3;0
2081;-217.667;-250.333;191.667;3;0
2082;-256.167;-286.667;192;5;0
2083;-295.667;-65.3333;193;3;0
2084;-205;-76;193;3;0
2085;-257;-92;193;3;0
2086;-13.3333;-122.333;192.667;3;0
2087;-65;-249.333;192.667;3;0
2088;-203;-32;194;3;0
2089;-289.333;-59.3333;194;3;0
2090;-79;-119;194;3;0
2091;-305.333;-131.333;193.667;3;0
2092;-292;-219;194;3;0
2093;-64.3333;-256.667;194;3;0
2094;-288.667;-149.667;194.333;3;0
2095;-58;-187;195;3;0
2096;-24;-221;195;3;0
2097;-16;-275;195;3;0
2098;-247;-282;195;3;0
2099;-114.667;-150.667;195.333;3;0
2100;-241.667;-73.3333;196.667;3;0
2101;-195;-101;197;3;0
2102;-183.333;-119.333;196.667;3;0
2103;-118;-256;197;3;0
2104;-185;-136.667;197.333;3;0
2105;-240.667;-118.333;199;3;0
2106;-239;-147;199;3;0
2107;-171.667;-45.6667;199.667;3;0
2108;-49;-277;200;3;0
2109;-249.667;-106.667;200.333;3;0
2110;-141.667;-179.667;200.333;3;0
2111;-227;-239;202;3;0
2112;-295.667;-124.333;202.333;3;0
2113;-261.333;-155.333;203;3;0
2114;-305;-52.2;203;4;0
2115;-261;-49.3333;204.333;3;0
2116;-309;-49;206;3;0
2117;-267.667;-64.3333;205.667;3;0
2118;-184;-187;206;3;0
2119;-150;-41;207;3;0
2120;-236;-218;207;3;0
2121;-300.333;-48.3333;207.333;3;0
2122;-260;-60;208;3;0
2123;-258.333;-163.333;207.333;3;0
2124;-73;-176;208;3;0
2125;-189;-235;208;3;0
2126;-300;-263;208;3;0
2127;-179.333;-107.333;208.333;3;0
2128;-223.333;-174.333;208.667;3;0
2129;-122;-215;209;3;0
2130;-286;-257;209;3;0
2131;-59.6667;-126.333;209.667;3;0
2132;-170;-177;210;3;0
2133;-300.667;-188.667;209.667;3;0
2134;-32.3333;-212.667;209.333;3;0
2135;-195.667;-62.3333;210.333;3;0
2136;-54;-285;211;3;0
2137;-104.667;-49.3333;211.333;3;0
2138;-280;-196;212;3;0
2139;-308;-268;212;3;0
2140;-120;-243;213;3;0
2141;-130.333;-142.667;214;3;0
2142;-163;-152;214;3;0
2143;-239;-202.667;213.333;3;0
2144;-155.667;-267.333;213.667;3;0
2145;-85.3333;-76.6667;214.333;3;0
2146;-302;-153;215;3;0
2147;-289.333;-256;214.667;3;0
2148;-247;-52;216;3;0
2149;-15;-151;216;3;0
2150;-197;-224;216;3;0
2151;-274;-280.667;215.333;3;0
2152;-242;-71;217;3;0
2153;-149;-95;217;3;0
2154;-260.333;-108.333;216.333;3;0
2155;-78;-146;217;3;0
2156;-140.667;-246;216.333;3;0
2157;-303;-41;218;3;0
2158;-15;-231;218;3;0
2159;-191.667;-242.333;217.333;3;0
2160;-118;-42;219;3;0
2161;-106;-117;219;3;0
2162;-306;-150;220;3;0
2163;-56.3333;-240.333;220;3;0
2164;-176.333;-72.3333;220.667;3;0
2165;-112;-81;222;3;0
2166;-232;-88;222;3;0
2167;-23;-91;222;3;0
2168;-67.6667;-214.333;222.667;3;0
2169;-9;-73;224;3;0
2170;-117;-91;224;3;0
2171;-240.667;-80.6667;224.333;3;0
2172;-210;-272;225;3;0
2173;-56.6667;-102.333;225.667;3;0
2174;-213;-167;226;3;0
2175;-21;-191;226;3;0
2176;-232;-48;227;3;0
2177;-229;-124;227;3;0
2178;-23;-212;227;3;0
2179;-47.6667;-230.667;226.333;3;0
2180;-126;-184;228;3;0
2181;-279;-245;228;3;0
2182;-43;-47;229;3;0
2183;-161.667;-100;228.333;3;0
2184;-163;-191;229;3;0
2185;-307;-54;230;3;0
2186;-263;-133;230;3;0
2187;-264.667;-83.3333;230.333;3;0
2188;-170;-138;231;3;0
2189;-94;-106;232;3;0
2190;-217;-113;232;3;0
2191;-210;-126;232;3;0
2192;-213;-235;232;3;0
2193;-135;-190;233;3;0
2194;-156.667;-206.667;232.333;3;0
2195;-219.333;-157.667;234.333;3;0
2196;-73;-197;235;3;0
2197;-267;-242;235;3;0
2198;-143;-38;236;3;0
2199;-48.6667;-268.333;235.333;3;0
2200;-175;-255;237;3;0
2201;-19;-97;238;3;0
2202;-256.333;-222.667;237.667;3;0
2203;-174;-244;238;3;0
2204;-131;-254;238;3;0
2205;-10;-280;238;3;0
2206;-42.3333;-81.6667;238.333;3;0
2207;-23.6667;-180.667;238.667;3;0
2208;-200.667;-73.6667;239.667;3;0
2209;-274;-161;240;3;0
2210;-177;-280;240;3;0
2211;-110;-281;240;3;0
2212;-262.333;-104.667;240.333;3;0
2213;-35;-285;241;3;0
2214;-159.667;-58.6667;241.333;3;0
2215;-161;-284;242;3;0
2216;-79.6667;-195.333;242.333;3;0
2217;-130.667;-199.667;242.333;3;0
2218;-52;-274;243;3;0
2219;-70;-145;244;3;0
2220;-212;-148;244;3;0
2221;-96;-234;244;3;0
2222;-260;-282;244;3;0
2223;-48;-149;245;3;0
2224;-38;-38;246;3;0
2225;-78;-237;246;3;0
2226;-152.333;-236.667;246.333;3;0
2227;-303.667;-285.333;246.333;3;0
2228;-99;-178;248;3;0
2229;-189.667;-273.667;247.667;3;0
2230;-133;-42;249;3;0
2231;-38.3333;-192.667;248.667;3;0
2232;-18;-221;249;3;0
2233;-287;-278;249;3;0
2234;-171;-104;250;3;0
2235;-123.667;-149.667;249.333;3;0
2236;-132.333;-160.333;249.333;3;0
2237;-233;-61;251;3;0
2238;-93.6667;-145.333;250.333;3;0
2239;-307;-32;252;3;0
2240;-19.6667;-208.333;251.667;3;0
2241;-254;-278;252;3;0
2242;-95;-112;253;3;0
2243;-31.3333;-180.333;252.333;3;0
2244;-201;-224;253;3;0
2245;-249;-189;254;3;0
2246;-263;-132;255;3;0
2247;-128;-136;255;3;0
2248;-31;-203;255;3;0
2249;-138.667;-214.667;254.667;3;0
2250;-176;-111;256;3;0
2251;-41;-151;256;3;0
2252;-201;-39;259;3;0
2253;-200;-158;259;3;0
2254;-160;-194;260;3;0
2255;-220;-98.6667;260.333;3;0
2256;-303;-33.3333;261.333;3;0
2257;-225;-40;262;3;0
2258;-79;-46;262;3;0
2259;-161;-73;262;3;0
2260;-11.6667;-107.667;262.667;3;0
2261;-131.333;-131.333;263.667;3;0
2262;-288.667;-140;263.333;3;0
2263;-246;-167;264;3;0
2264;-193.667;-240.333;263.333;3;0
2265;-185;-42;266;3;0
2266;-83;-250.333;265.333;3;0
2267;-130;-49;267;3;0
2268;-131.667;-68.6667;268.667;3;0
2269;-47.3333;-51.3333;269.667;3;0
2270;-26;-58;270;3;0
2271;-297;-136;270;3;0
2272;-204.333;-271;269.667;3;0
2273;-123;-286;270;3;0
2274;-308;-69;271;3;0
2275;-238.667;-209.667;270.333;3;0
2276;-137.667;-271.333;270.667;3;0
2277;-143.333;-143.333;272;3;0
2278;-175.333;-170.333;271.667;3;0
2279;-63.3333;-175.333;272;3;0
2280;-86.3333;-257.333;271.333;3;0
2281;-86;-267;272;3;0
2282;-252.667;-33.3333;272.333;3;0
2283;-18;-233;273;3;0
2284;-299.333;-232.667;272.667;3;0
2285;-140;-261;273;3;0
2286;-123.667;-278.333;273;3;0
2287;-258;-244;274;3;0
2288;-241.667;-270.333;273.667;3;0
2289;-299.667;-280.667;274;3;0
2290;-257.667;-38.3333;274.667;3;0
2291;-93;-70;275;3;0
2292;-76.6667;-121;274.333;3;0
2293;-203.333;-251;274.333;3;0
2294;-21.3333;-122.667;275.333;3;0
2295;-110.667;-283.333;275.333;3;0
2296;-142;-220;277;3;0
2297;-31.6667;-39.3333;277.333;3;0
2298;-92.3333;-76.6667;277.333;3;0
2299;-151;-151;278;3;0
2300;-13;-213.333;277.667;3;0
2301;-41;-236;278;3;0
2302;-216.667;-257.333;277.667;3;0
2303;-92;-288;278;3;0
2304;-223.667;-97.3333;278.667;3;0
2305;-163.667;-256.333;278.667;3;0
2306;-219.667;-263.333;278.167;5;0
2307;-289.333;-42.3333;279.667;3;0
2308;-265.667;-51.3333;279.667;3;0
2309;-289;-57;280;3;0
2310;-208;-167;280;3;0
2311;-225;-264;280;3;0
2312;-41.6667;-60.6667;280.667;3;0
2313;-104;-206;281;3;0
2314;-272;-68;284;3;0
2315;-227;-98.3333;283.667;3;0
2316;-185;-111;284;3;0
2317;-132;-192;284;3;0
2318;-17;-210;284;3;0
2319;-301.667;-257.667;283.667;3;0
2320;-209.667;-195.667;284.333;3;0
2321;-144;-231;285;3;0
2322;-66;-233;286;3;0
2323;-253.667;-247.333;285.667;3;0
2324;-217;-43.6667;287.667;3;0
2325;-36.3333;-125.333;287.667;3;0
2326;-308;-202;288;3;0
2327;-58;-94;289;3;0
2328;-304.333;-258.333;288.333;3;0
2329;-191;-272;289;3;0
2330;-17.3333;-53.6667;289.667;3;0
2331;-187;-75;290;3;0
2332;-49;-66;291;3;0
2333;-136;-91;291;3;0
2334;-149.333;-137.333;290.333;3;0
2335;-113.5;-205;290.75;4;0
2336;-235.333;-200.333;292;3;0
2337;-229;-209;292;3;0
2338;-113;-255.333;291.667;3;0
2339;-261;-178;293;3;0
2340;-231;-211;293;3;0
2341;-311;-41;294;3;0
2342;-119;-123;294;3;0
2343;-223;-117;295;3;0
2344;-113;-176;295;3;0
2345;-261;-184;296;3;0
2346;-264;-270;296;3;0
2347;-102.667;-53.6667;297.667;3;0
2348;-299;-130;298;3;0
2349;-17;-160;298;3;0
2350;-55;-206.667;297.667;3;0
2351;-299.333;-261.333;299.667;3;0
2352;-231.25;-264;299.75;4;0
2353;-240;-85;301;3;0
2354;-22;-152;302;3;0
2355;-85;-188;302;3;0
2356;-230;-214;302;3;0
2357;-82.3333;-126;302.667;3;0
2358;-189;-182;303;3;0
2359;-192;-238;303;3;0
2360;-166.667;-132.333;303.333;3;0
2361;-266;-159;304;3;0
2362;-298.667;-173.667;303.333;3;0
2363;-264.667;-42.6667;304.667;3;0
2364;-98;-234;305;3;0
2365;-36;-36;306;3;0
2366;-228.5;-215.5;305.5;4;0
2367;-161.333;-261.333;306;3;0
2368;-65.6667;-277.333;305.333;3;0
2369;-139.667;-279.667;305.333;3;0
2370;-277.333;-90.3333;306.667;3;0
2371;-126.333;-138.333;306.667;3;0
2372;-181;-193;307;3;0
2373;-157;-259;307;3;0
2374;-303;-61;308;3;0
2375;-278.667;-123.333;307.333;3;0
2376;-84.3333;-144;307.667;3;0
2377;-101;-152;308;3;0
2378;-92;-244;308;3;0
2379;-183.8;-247;307;4;0
2380;-106;-53;309;3;0
2381;-54;-61;309;3;0
2382;-66;-155;309;3;0
2383;-301;-169;309;3;0
2384;-142.667;-281.667;308.333;3;0
2385;-45.6667;-59.6667;309.333;3;0
2386;-28;-110;310;3;0
2387;-118;-149;310;3;0
2388;-12;-190.667;309.667;3;0
2389;-182;-192;310;3;0
2390;-62;-211;310;3;0
2391;-52.6667;-63.3333;310.667;3;0
2392;-240.333;-144.667;310.333;3;0
2393;-256;-152;311;3;0
2394;-92;-37;312;3;0
2395;-207;-89;312;3;0
2396;-24;-44;313;3;0
2397;-197;-45;313;3;0
2398;-203.333;-225.333;312.333;3;0
2399;-221;-34;314;3;0
2400;-18.3333;-106.667;313.333;3;0
2401;-214;-276.333;313.333;3;0
2402;-229;-53;315;3;0
2403;-20.6667;-151.667;314.333;3;0
2404;-169.333;-187.333;314.667;3;0
2405;-189.333;-110.333;315.667;3;0
2406;-276.667;-284.667;316;3;0
2407;-90.3333;-36.6667;316.667;3;0
2408;-220.667;-42.6667;317;3;0
2409;-57;-59;317;3;0
2410;-260;-211;317;3;0
2411;-236.333;-275.667;316.667;3;0
2412;-240.667;-56.6667;317.667;3;0
2413;-231;-175;318;3;0
2414;-274;-189;318;3;0
2415;-88;-34;319;3;0
2416;-258;-89;319;3;0
2417;-248;-238;319;3;0
2418;-12;-78;320;3;0
2419;-161;-96.3333;319.333;3;0
2420;-220;-89;322;3;0
2421;-301;-142;322;3;0
2422;-22;-246;322;3;0
2423;-147.667;-159.667;322.667;3;0
2424;-214.333;-180.667;323.333;3;0
2425;-92;-230;324;3;0
2426;-89;-261.667;323.333;3;0
2427;-297.667;-32;324.333;3;0
2428;-303;-140;325;3;0
2429;-21;-240;325;3;0
2430;-248.333;-280.667;324.333;3;0
2431;-158.667;-178.667;325.333;3;0
2432;-276;-238;327;3;0
2433;-303.333;-244.667;326.667;3;0
2434;-273;-33;328;3;0
2435;-305;-60;328;3;0
2436;-190.667;-64.3333;327.667;3;0
2437;-160.667;-105;327.667;3;0
2438;-19;-156;328;3;0
2439;-67;-184;328;3;0
2440;-16;-103;329;3;0
2441;-293;-163;329;3;0
2442;-289;-252;329;3;0
2443;-293;-269;329;3;0
2444;-197;-46.3333;329.667;3;0
2445;-302;-76;330;3;0
2446;-141;-95;330;3;0
2447;-90;-217;330;3;0
2448;-120;-37;331;3;0
2449;-290.333;-84.6667;330.667;3;0
2450;-185;-204;331;3;0
2451;-280.333;-244.667;330.667;3;0
2452;-27.3333;-199;331.333;3;0
2453;-83.3333;-56.6667;332.333;3;0
2454;-234;-103;333;3;0
2455;-47.6667;-136.667;332.333;3;0
2456;-43;-280;333;3;0
2457;-128;-197;334;3;0
2458;-157;-254;334;3;0
2459;-85;-265.333;333.667;3;0
2460;-295.333;-273;333.333;3;0
2461;-23;-276;334;3;0
2462;-90;-53;335;3;0
2463;-124.333;-90.6667;334.667;3;0
2464;-240.333;-116.333;334.333;3;0
2465;-267;-40;336;3;0
2466;-249;-214.667;337.333;3;0
2467;-76;-106;339;3;0
2468;-307;-119.667;338.333;3;0
2469;-179.333;-136.333;339.333;3;0
2470;-108;-138;340;3;0
2471;-122.667;-207.667;341;3;0
2472;-24;-251;341;3;0
2473;-45;-283;341;3;0
2474;-258;-51;342;3;0
2475;-147;-114;342;3;0
2476;-158;-183.333;341.667;3;0
2477;-97;-185;343;3;0
2478;-190;-257;343;3;0
2479;-312;-103;344;3;0
2480;-83;-275;344;3;0
2481;-192;-291;344;3;0
2482;-293;-34;345;3;0
2483;-302;-38;345;3;0
2484;-83.6667;-238;344.667;3;0
2485;-151;-283;345;3;0
2486;-304;-44;346;3;0
2487;-96;-101;346;3;0
2488;-191;-132;346;3;0
2489;-242.333;-177;345.667;3;0
2490;-34;-202;346;3;0
2491;-41;-281;346;3;0
2492;-246.333;-35.6667;346.333;3;0
2493;-18;-154;347;3;0
2494;-27.3333;-47.6667;347.333;3;0
2495;-188;-197;348;3;0
2496;-108;-48;349;3;0
2497;-139.667;-244.333;348.667;3;0
2498;-49;-53;350;3;0
2499;-173.333;-81.6667;349.333;3;0
2500;-103;-184;350;3;0
2501;-215;-75;351;3;0
2502;-278;-164;351;3;0
2503;-227.667;-201.333;350.667;3;0
2504;-284.333;-263.667;350.333;3;0
2505;-246;-273;351;3;0
2506;-198;-38;353;3;0
2507;-245;-120;354;3;0
2508;-126;-196;354;3;0
2509;-185.667;-240.667;353.333;3;0
2510;-201;-263.333;353.667;3;0
2511;-126;-38;355;3;0
2512;-141.667;-34;355.333;3;0
2513;-66;-88;357;3;0
2514;-174;-197;357;3;0
2515;-31;-251;357;3;0
2516;-221;-73;358;3;0
2517;-134;-169;358;3;0
2518;-222.333;-230.667;357.667;3;0
2519;-301.333;-72.6667;358.667;3;0
2520;-200.667;-148.333;358.333;3;0
2521;-51.3333;-210.333;360;3;0
2522;-28;-252.25;359;4;0
2523;-69;-51;361;3;0
2524;-163;-148.667;360.333;3;0
2525;-131.667;-168.667;360.333;3;0
2526;-197;-283;361;3;0
2527;-258.333;-110.667;362;3;0
2528;-237;-186;362;3;0
2529;-192;-280;362;3;0
2530;-188;-85;363;3;0
2531;-300;-115;363;3;0
2532;-265.667;-118.667;363.667;3;0
2533;-72;-145.667;363.667;3;0
2534;-258.333;-74.3333;364.333;3;0
2535;-15.3333;-199.333;364.333;3;0
2536;-109.333;-233.667;364.667;3;0
2537;-186.333;-274.667;364.333;3;0
2538;-231;-33;366;3;0
2539;-83;-155.667;365.333;3;0
2540;-255;-62;367;3;0
2541;-125.333;-123;366.333;3;0
2542;-155;-137;367;3;0
2543;-236;-237;367;3;0
2544;-105;-238;367;3;0
2545;-66;-136;368;3;0
2546;-73;-287;368;3;0
2547;-228;-162;369;3;0
2548;-22.3333;-162.333;368.667;3;0
2549;-296;-75;370;3;0
2550;-292;-196;370;3;0
2551;-136.667;-256.667;369.667;3;0
2552;-54;-76;371;3;0
2553;-305.333;-166.333;370.333;3;0
2554;-22;-171;371;3;0
2555;-178;-205;371;3;0
2556;-291.667;-216.333;371;3;0
2557;-113;-66;372;3;0
2558;-42;-195;372;3;0
2559;-276.333;-203.333;372;3;0
2560;-152;-285;372;3;0
2561;-46;-288;372;3;0
2562;-227;-81;373;3;0
2563;-41;-117;373;3;0
2564;-104.667;-80.3333;373.333;3;0
2565;-273;-212;374;3;0
2566;-198;-243.667;373.667;3;0
2567;-58.6667;-261.333;373.667;3;0
2568;-293;-70;377;3;0
2569;-158;-193;377;3;0
2570;-86.6667;-215;376.333;3;0
2571;-120;-275;377;3;0
2572;-16.6667;-99.3333;377.333;3;0
2573;-58.6667;-195.333;377.333;3;0
2574;-295;-275;378;3;0
2575;-150.8;-283.4;377.2;4;0
2576;-147.333;-81.3333;378.667;3;0
2577;-191;-215;380;3;0
2578;-163;-284;380;3;0
2579;-230;-95;381;3;0
2580;-172;-288;381;3;0
2581;-241;-151;382;3;0
2582;-262.333;-171.667;383.667;3;0
2583;-29.6667;-196;383.333;3;0
2584;-192;-216;384;3;0
2585;-300;-271;385;3;0
2586;-299;-273.333;383.5;4;0
2587;-250.667;-279.667;384.333;3;0
2588;-294;-143;386;3;0
2589;-110;-184;386;3;0
2590;-92;-266;386;3;0
2591;-95;-165;387;3;0
2592;-253;-49;388;3;0
2593;-134;-58;388;3;0
2594;-248.333;-141.333;387.667;3;0
2595;-245;-49;389;3;0
2596;-62;-77;389;3;0
2597;-129;-102;389;3;0
2598;-65.6667;-152;388.667;3;0
2599;-155;-177;389;3;0
2600;-50;-53;391;3;0
2601;-177;-127;391;3;0
2602;-268;-45;392;3;0
2603;-138;-234;393;3;0
2604;-256;-237;393;3;0
2605;-113;-38;394;3;0
2606;-45;-53;394;3;0
2607;-302;-257;394;3;0
2608;-239.667;-261.333;394;3;0
2609;-298;-266;394;3;0
2610;-61.3333;-286.667;393.333;3;0
2611;-288.667;-31;394.667;3;0
2612;-269.333;-39.3333;394.667;3;0
2613;-226;-44;395;3;0
2614;-200;-48;395;3;0
2615;-151.333;-53.6667;394.333;3;0
2616;-237;-132;395;3;0
2617;-105;-145;395;3;0
2618;-94;-179;395;3;0
2619;-171.667;-51.3333;396;3;0
2620;-232.667;-194;395.667;3;0
2621;-29.6667;-246.333;395.667;3;0
2622;-181;-44;397;3;0
2623;-115;-47;397;3;0
2624;-50.3333;-156.667;396.667;3;0
2625;-246;-272;397;3;0
2626;-179;-138.333;397.333;3;0
2627;-194;-171;398;3;0
2628;-129.333;-196.333;398;3;0
2629;-134;-247;398;3;0
2630;-79.3333;-253;397.333;3;0
2631;-71;-41;399;3;0
2632;-18;-88;400;3;0
2633;-144.333;-110.667;399.667;3;0
2634;-154;-155;400;3;0
2635;-133;-194;400;3;0
2636;-32;-37;401;3;0
2637;-116;-211;401;3;0
2638;-177;-81;402;3;0
2639;-119;-218;402;3;0
2640;-230;-281;402;3;0
2641;-231;-35;403;3;0
2642;-19;-90;403;3;0
2643;-31;-178;403;3;0
2644;-215.333;-275.333;403.667;3;0
2645;-243;-279;404;3;0
2646;-44;-255;405;3;0
2647;-72.3333;-46.6667;405.667;3;0
2648;-41;-118;406;3;0
2649;-156;-122;406;3;0
2650;-61;-45;407;3;0
2651;-145;-161;407;3;0
2652;-104;-49;408;3;0
2653;-21;-131;408;3;0
2654;-19;-135;408;3;0
2655;-205;-242;408;3;0
2656;-202;-265;408;3;0
2657;-93;-51;409;3;0
2658;-229;-91;409;3;0
2659;-220;-95;409;3;0
2660;-299;-118;409;3;0
2661;-29.3333;-235.333;408.333;3;0
2662;-291;-269;409;3;0
2663;-64;-45;410;3;0
2664;-284.667;-84.6667;409.667;3;0
2665;-143.667;-183.667;409.333;3;0
2666;-39.6667;-233.667;409.333;3;0
2667;-25.3333;-75.6667;410.333;3;0
2668;-201.333;-184.667;410.667;3;0
2669;-143;-47.6667;411.667;3;0
2670;-247;-91;412;3;0
2671;-105;-52;413;3;0
2672;-230;-176;413;3;0
2673;-248;-236;413;3;0
2674;-61;-177;414;3;0
2675;-92;-199;414;3;0
2676;-225.667;-35.3333;414.667;3;0
2677;-265;-94;415;3;0
2678;-244.333;-204.333;414.333;3;0
2679;-151.333;-260.667;414.333;3;0
2680;-278.667;-108.667;415.333;3;0
